,id,premise,hypothesis,lang_abv,language,label
8683,96a3ef0f27,"Though prehistoric remains from the Paleolithic, Neolithic, and Bronze Ages have been unearthed in the Manzanares Valley, prior to Madrid's sudden elevation to capital city in 1561 its history was rather undistinguished.",There were remains in the Manzanares Valley.,en,English,0
8684,a56400bcaf,"For example, the first number in Column (10) shows that in FY 1997, the volume of mail sent by households to other households represented 6.6 percent of total First-Class volume.",The cost to send mail between households cost more than any other industry.,en,English,1
8685,ff6ac6a410,Where would he be today without American commercial know-how?,Americans lack important commercial know-how.,en,English,2
8686,91d4da7792,He needs to keep his finger on the pulse to succeed during the short tourist season.,He needs to match what his customer want.,en,English,0
8687,10578d26e3,They're both excited about it ...,They're excited about the zoo. ,en,English,1
8688,4789359856,There should be someone here who knew more of what was going on in this world than he did now.,Everyone knew more of what was going on in the world than him. ,en,English,1
8690,efb9881501,"Here you'll find the finest leather goods and of-the-moment fashions from all the predictable high-priests (Valentino, Armani, Versace, Gucci, Missoni, etc. ). A number of classic men's clothing meccas such as Cucci (with a C), Brioni, and Battistoni are still going strong.","Our higher-end stores have been suffering due to the recession, and many have shut down for lack of revenue.",en,English,1
8691,b689990d47,"He was a pilot, not a platoon leader.",He was a decorated platoon leader with many years of command experience.,en,English,2
8692,6ef0786653,With him was the evil-looking Number 14.,Number 14 was ugly.,en,English,1
8697,70cd380fda,Tuppence seized the bell and Jane the knocker.,Tuppence and Jane waited before entering the room.,en,English,1
8699,c7e8803802,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.",No shares of a stock will come back because of  Cook's American Business Alliance.,en,English,2
8700,ea64ff3e84,well i meant when when you were when you were growing up i mean like Galveston,You grew up in Tulsa.,en,English,2
8701,c5a7119395,He loved her.,He hated her.,en,English,2
8702,ffe5ed06f2,Larger ski resorts are 90 minutes away.,Larger ski resorts are actually 20 minutes away by foot.,en,English,2
8703,b6b08c235b,yeah um gosh i think it was only like three and a half pounds and for me that's big that's why i'm saying i love to go fishing because i've never caught anything really really big um so because it's always been you know in the on a lake and uh i know they have bigger fish than that but you know three and a half pounds and that was huge for me,It was just a few pounds.,en,English,0
8704,561ebdd004,"They look just as good as new."" They cut them carefully and ripped away the oilskin.",They look really old even though they're new.,en,English,2
8709,2140221247,yeah i mean this this Escort even when the head gasket went i mean it would start first time every time,The Ford Escort worked even with a blown head gasket.,en,English,0
8710,9101471152,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",They will all be going to a nightclub in New York City. ,en,English,1
8711,b2c98d5a99,"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.","The uncle had no match in administration; certainly not in his inefficient and careless nephew, Charles Brooke.",en,English,2
8713,4336e18bb2,Drinks are available and expensive.,Drinks are each $14.,en,English,1
8717,f62d9672f4,well that's pretty typical though uh i don't uh i don't guess it's going to be any much different uh than than it has been in the past so i expect uh July and August we'll see our  or uh share of hundred degree days,We don't ever see the temperature get into the hundreds.,en,English,2
8719,648f5ed3eb,"The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control, had insisted.",The only comprehensible explanation is that chiropractics had taken control of medicine.,en,English,1
8722,a76079dac1,but like they always say you know got a good profit sharing plan just no profit,This profit sharing plan sounds like a scam.,en,English,1
8723,b81d178264,"A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater.",Azure is the name of a coffee.,en,English,2
8726,e90f4a184b,"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot inquired after the prices for some of the products.,en,English,1
8727,68a5fb662d,"For such a governmentwide review, an entrance conference is generally held with applicable central agencies, such as the Office of Management and Budget (OMB) or the Office of Personnel Management.",An entrance conference is held with central agencies each year.,en,English,1
8729,7542af2ea2,An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  ,A traveler said the settlement was prospering. ,en,English,0
8730,9176ddd33e,"Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.",Two qualified researchers looked into vehicular accident insurance claims.,en,English,1
8732,9bb8f094e1,"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.",The emperor loved his political duties and refused to abdicate.,en,English,2
8733,cd5e574fae,"The commentary is chanted by a chorus of six to eight narrators (reminiscent of the chorus in Greek tragedy) who sit at the side of the stage, while musicians positioned at the back of the stage provide stark accompaniment with flute and drums.",The musicians sitting near the stage are the most important part of the show.,en,English,1
8734,b454e56a7e,"Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.",Everyone was able to remain in their homeland. ,en,English,2
8737,3ba5938b9d,yeah i went to i went to uh Rice and we had the marching owl band which is quite a it's not known for its musical abilities more so its um comedy abilities,I always wanted to be part of the owl marching band at Rice.,en,English,1
8738,1de161a345,um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she's more happy to see the dog than she is us,The dog cheers up my wife's mother. ,en,English,0
8739,cf97b0a8ac,Meet the Press host Tim Russert took his Christmas vacation five days early by letting Rep.,Tim Russert took an early vacation be letting no one know. ,en,English,1
8743,8e26721c90,Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.,The same intensity as trained upon redneck troopers and sheriffs has been brought to the campaign by Lewis.,en,English,0
8745,8ab541c54e,no that's true and and and Lord knows with that legislature up there they probably did all kinds of things while he wasn't looking,When he came back around he got the Legislature back in order.,en,English,1
8747,aeeea296b6,it it like strange that it you're right in the middle of the mountains and it's so brown and dry but boy you just didn't feel,There are as many mountains as ten.,en,English,1
8748,958d37be1f,There are other reasons that wrecks cause fan excitement--e.g.,Fans are not excited by wrecks. ,en,English,2
8749,8275709722,It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,Disbursement of pay must be facilitated by reporting information to the home agency.,en,English,0
8750,30e7430286,"His voice was even and calm, not a hint of rage.",He was very mellow.,en,English,0
8753,24aa1d88ba,"Through the opt-out approach, Texas attorneys contributed $1 million this year, doubling 2001 contributions.",Texas attorneys have contributed one million dollars this year using the opt-out approach.,en,English,0
8756,e7538b24d7,hi Cynthia what did you wear to work today,"I was wondering, what did you wear to work today Cynthia?",en,English,0
8757,4ce3918124,that's uh only way to do it,It's a good way to get it done.,en,English,1
8759,95e46cfb0d,"Ickes apparently made calls to donors from his government office, but there is no evidence so far that anyone else solicited funds in a federal building.",Ickes may have solicited donors and prostitutes from his government office.,en,English,1
8761,7d3dd41393,Jon saw him ride into the smoke.,The smoke soon hid him from Jon's sight.,en,English,1
8762,54c74117c4,"Calcutta seems to be the only other production center having any pretensions to artistic creativity at all, but ironically you're actually more likely to see the works of Satyajit Ray or Mrinal Sen shown in Europe or North America than in India itself.",Most of Mrinal Sen's work can be found in European collections.,en,English,1
8763,f51ef32840,i don't know um do you do a lot of camping,Do you camp alot?,en,English,0
8764,6f77d96a31,"Now it's my turn, and even if I'm walking in a dead man's shoes, I can make my way afresh.",It's my turn to do this.,en,English,0
8765,4cc5bc5d92,"Exhibit 3 presents total national emissions of NOx and SO2 from all sectors, including power.",In Exhibit 3 there are the total regional emissions od NOx and SO2 from all sectors.,en,English,0
8766,69ff875ad9,", less than ten years after the death of the prophet Mohamed.",The prophet Mohamed died in 840 BC.,en,English,1
8767,d2be0a4f65,REESTIMATE -Refers to estimates of the subsidy costs performed subsequent to their initial estimates made at the time of a loan's disbursement.,Reestimate is a term that doesn't deal with estimates.,en,English,2
8768,20c3caedac,"Taking an ecumenical tack, nation officials in Chicago recently issued edicts commanding preachers to back off their anti-Semitic rhetoric.",Nation officials in Chicago refuse to get involved in religious issues.,en,English,2
8769,5172777306,The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.,"With it's drab and plain columns, the Hypostyle hall at Kom Ombo is basically ignored by visitors.",en,English,2
8770,d3072778c0,"But anyway, never underestimate the power of hypocrisy.",The power of hypocrisy shouldn't be underestimated.,en,English,0
8772,d3c747d490,"Beginning with his unsuccessful reconnoitring at Bournemouth, he passed on to his return to London, the buying of the car, the growing anxieties of Tuppence, the call upon Sir James, and the sensational occurrences of the previous night.",His life had been slow and boring as of late. ,en,English,2
8773,e0c45c79a2,"The second missing benefit includes gains in environmental quality, especially improved health benefits.",The second benefit has no effect on health.,en,English,2
8778,e584f7e3ef,U.S. civil legal services delivery system.,The us civil legal services needs to better their delivery system ,en,English,1
8779,abe1ad9610,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",en,English,1
8781,3e4c1b1516,Additional information is provided to help managers incorporate the standards into their daily operations.,Managers can better apply the standards to their operations by reading the additional information.,en,English,0
8782,72c14794a1,'Can I get a drink?',Can you drink hot soup?,en,English,1
8783,37c56ac7c6,and not only is it you know trouble to have to drive but it takes time away from your home and your family when you're out driving,Driving is difficult because it takes many hours.,en,English,1
8784,a41023e637,"To savour the full effect of the architect's skill, enter the courtyard through the gate which opens onto the Hippodrome.",The gate to the Hippodrome is an example of the architect's skill.,en,English,0
8787,cf6b8c1815,what do you think about uh about our new governor since she happens to be a female,"What do you think about our governor, regardless of the fact that she's female.",en,English,2
8790,49761cc0d1,"Until the late '60s, the Senate was deferential to the (many fewer) presidential nominees.",The Senate was respectful of all eleven nominees.,en,English,1
8791,2619e9bbc6,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.",The central porch was destroyed long ago.,en,English,2
8794,ecbae9d874,"In the moment of victory, Tuppence betrayed a somewhat unsportsmanlike triumph.",Tuppence was not very gracious when she won.,en,English,0
8795,763e125bb3,He sat for a moment in silence.,"Standing, he let out a harsh yell. ",en,English,2
8796,1ba1f306bf,"It was stated that auditors frequently leave the profession early in their careers to join clients, and that over half of CPAs are not practicing public accounting.",Auditors stay in the career for a long time.,en,English,2
8803,561eb966d6,A fresh access of pain seized the unfortunate old lady. ,The old lady was in pain.,en,English,0
8806,e6fc683c0b,An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation.,"Prices always increase, regardless of the money in circulation.",en,English,2
8808,bc6d27e3ab,"A funny place for a piece of brown paper, I mused. ","I looked down at my desk, which was a mess, as usual, and had some white and brown papers on it.",en,English,1
8810,45d0c9242e,But we don't rule out regulation in the future if industry fails to do a good job of policing itself.,Regulation is a possibility for the future.,en,English,0
8812,7fdfbdc7e0,"32 Under the RSA proposal, a worker between the ages of 25 and 60 with family earnings of at least $5,000 could contribute up to $1,000 annually through either an employer-sponsored saving plan or a tax-deferred individual account.",The RSA proposes employer-sponsored savings plans.,en,English,0
8814,5ddbe24caf,"But the most sustained assault on Orientalism 's premises, and on its prestige, came from the left.",They were attack from the right.,en,English,2
8817,98ec23733b,"3 Accordingly, auditors performing financial audits need to be proficient in applying the AICPA standards and guidance contained in the SASs.",Auditors that perform financial audits have to be proficient with AICPA standards and guidance contained in the SASs,en,English,0
8818,90c52569c1,they don't i don't i don't work at TI,I work at Boeing instead of TI.,en,English,1
8819,fa1a0f7643,well that's pretty typical though uh i don't uh i don't guess it's going to be any much different uh than than it has been in the past so i expect uh July and August we'll see our  or uh share of hundred degree days,I hate the hundred degree days but we get them.,en,English,1
8821,3da08c70d8,However the Postal Service did provide as much detail as is collected a volume distribution by transportation mode and shape for sixty individual countries.,The Postal Service failed to provide as much detail.,en,English,0
8823,1a209c8be6,"But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.",Pacino is great in the movie.,en,English,1
8825,3fab3ef3a5,Seemingly endemic corruption was compounded by a remarkable dearth of political leadership and decisive action.,There is massive corruption in the political system.,en,English,0
8827,f15a6b4d68,But there's plenty more.,There is not a sufficient amount. ,en,English,2
8828,e3bc414615,so he donates a lot not everything but a lot of the material then what he doesn't donate we just go out and buy,He is the largest donor of materials.,en,English,1
8832,eae93766c7,So it wasn't Missenhardt's singing--marvelous though that was--that made Osmin's rantings so thrilling.,Osmin went off on a rant every day.,en,English,1
8833,b8b626a43a,"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",Under no circumstances should auditors ever ensure that copies will be made available.,en,English,2
8834,96d8132854,"If the difference between these two prices is large enough, the mailer could hire a trucking firm, as discussed above.",The mailer has the ability to hire a trucking firm.,en,English,0
8838,b04742345b,"As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.",EPA could ensure it was directing its efforts toward the environmental problem.,en,English,2
8839,ba5d32fdd3,"I think it behooves Slate, in its effort to take over the public-opinion industry, to make a thorough effort to uncover the truth behind this unnatural connection.",Slate is obliged to launch an investigation.,en,English,1
8840,dcb5f77ae2,The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.,The hall is not know many people.,en,English,1
8841,7fa4320995,"Look, there's a legend here.","See, there is a well known hero here.",en,English,0
8842,f39fa289f7,and have been back and every now and then some news filters in that they went to see some of the old things and of course the savings and loan program um that was that you know that that just continued to grow in fact after my group i mean we were just a very small specialized group too to get that going and spread and then of course Peace Corps bowed out of that because that's uh uh something that nationalized very quickly and the same with the coops,I try to keep up with the program but since I left the Peace Corps I just do not have the time.,en,English,1
8843,b85db0eef3,"FEC Chairman Scott Thomas, a Democrat who was also at the conference, noted that the Federal Election Campaign Act of 1971 outlined three principles that need to be preserved on the  1) disclosure of how money is raised and spent to influence elections; 2) limits on the amount that any one person can contribute to a campaign; and 3) restrictions on independent spending by corporations and unions.",Scott Thomas was the EPA Chairman.,en,English,2
8847,b8cee8ed09,Ca'daan closed the door behind them and retied the not.,"Ca'daan closed the door behind them, and quickly tied it off to prevent their pursuers from following.",en,English,1
8848,8054d657a4,Technological advances generally come in waves that crest and eventually subside.,Advances in technology usually ebb and flow.,en,English,0
8851,f2135101eb,That's an opportunity that very few people have had.,Not everybody get's that opportunity. ,en,English,0
8852,361810c4ff,Their rights have been the source of conflicts in the central government.,The conflicts within the central government have been going on for decades.,en,English,1
8853,4e387f0cec,Congress' determination to make agencies accountable for their performance lay at the heart of two landmark reforms of the 1990 the Chief Financial Officers (CFO) Act of 1990 and the Government Performance and Results Act of 1993 (GPRA).,Congress has never been interested in the accountability of various agencies. ,en,English,2
8857,6fa43f4cd2,yeah they're still laying off like over in Fort Worth and a lot of other companies too just here and there,There are a lot of companies that are still laying people off.,en,English,0
8862,aef2645935,My article does not say or imply that real earnings growth only reflects retentions and that dividend growth must be zero or that all valuation techniques are out the window for firms that don't pay dividends.,"My article doesn't say or imply that real earnings growth reflects only retentions and that dividend growth must be zero or that valuation techniques are unused for firms which don't pay dividends, it implies that growth is a concrete and calculable statistic.",en,English,1
8863,5cb3aa71e9,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman was just a man in the production.,en,English,2
8864,299f1be230,"I don't know what I would have done without Legal Services, said James. ",James said Legal Services helped him with his divorce.,en,English,1
8866,4049ae4ec6,2) This particular instance of it stinks.,This instance stinks. ,en,English,0
8868,e78d640e7d,"Waldemar Szary, a food technician at the OSM 'Paziocha', was having a very bad day - the kind of a very bad day, which normally comes after one of those very good days.",Waldemar Szary has been a food technician for OSM Paziocha since she graduated from culinary school. ,en,English,1
8870,bf79210f02,"I found her leaning against the bannisters, deadly pale. ","In addition to looking pale, she also look very weak.",en,English,1
8872,024b542786,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",There are no problems in the security of federal agencies. ,en,English,2
8873,28b73a948a,"Yes, sir.","No, Ma'am.",en,English,2
8874,0ec680eb91,"It's conceivable that some of these allegations are true, and there's no harm in checking them out, as long as the decedent's family agrees to participate.",Some of the allegations might be true.,en,English,0
8875,8fe4eea835,"In that case, price discrimination can survive.","Right now, no leeway is possible with the price.",en,English,2
8878,24bf6922e9,well wonderful that'll be a musician,That will be a person who plays music. ,en,English,0
8879,88cd334c67,One large multinational corporation uses atechnical facilitators- to support its initiatives.,Most corporations use atechnical facilitators.,en,English,1
8880,e9531c0e24,"I've got it down in my notes if you want to see them."" She extended the woven cords.",She offered up her notes.,en,English,0
8881,552fbf483f,"Alonissos has been settled longer than any other Aegean island, estimated by archaeologists to date from 100,000 b.c. , and was valued by many leaders in classical Greek times.",Other Aegean islands were settled on before Alonissos.,en,English,2
8883,73c17734a2,"Because of limited resources, local legal services programs are forced to turn away tens of thousands of people with critical legal problems.",Local services programs only turn a few dozen people away as a result of lacking resources.,en,English,2
8884,2fcd8c87bc,The conversation he had overheard had stimulated his curiosity.,The conversation made him curious because they spoke about treasure,en,English,1
8885,ee6445eb80,"In addition, Dublin Tourism has devised and signposted three self-guided walking tours of the city, which you can follow using the booklets provided.",Most tourists prefer hiring a tourist guide rather than doing a self-guided tour. ,en,English,1
8890,45a98df64f,Complacency came easily after a couple of weeks without capture.,It was dangerous that we let our guards down.,en,English,1
8891,70dfef08b0,"Of course I had a watch kept on Mr. Inglethorp, hoping that sooner or later he would lead me to the hiding-place. ",There is no way to tell where he is.,en,English,1
8894,4de583da4b,"The program covers those units covered by the new nationwide sulfur dioxide trading program that are located in the States in the WRAP and that, in any year starting in 2000, emit more than 100 tons of sulfur dioxide and are used to produce electricity for sale.",The program covers units covered by the nationwide sulfur dioxide trading program as well as those who like to watch television,en,English,1
8895,e645319e5f,Catch up on the Indian avant-garde and the bohemian people of Caletta at the Academy of Fine Arts on the southeast corner of the Maidan.,In South-Eastern Maidan you will find the Academy of Fine Arts.,en,English,0
8896,14de0c79c3,"The tomb guardian will unlock the gate to the tunnel and give you a candle to explore the small circular catacomb, but for what little you can see, it is hardly worth the effort.",The tour guardian will not allow anybody inside.,en,English,2
8897,01f728e4d5,He took the wicked blade as well.,He took the fierce looking blade.,en,English,0
8898,9014efae89,oh thank God i've never been to Midland,I go to Midland every other weekend. ,en,English,2
8901,cc6f505932,"The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.",There is no road to reach the Grand Vezir's Office.  ,en,English,2
8902,cafc865ef2,PROGRAM ACCOUNT -The budget account into which an appropriation to cover the subsidy cost of a direct loan or loan guarantee program is made and from which such cost is disbursed to the financing account.,Funds should never be transferred between program accounts and financing accounts.,en,English,2
8904,72108ce72a,Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.,Women do not light joss sticks nor do the climb the rock to pray.  ,en,English,2
8906,1bda6ba682,yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,"They definitely feel included, but they don't have any tax benefits. ",en,English,2
8907,2ec4d9733b,He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.,He used to watch silent movies every Saturday.,en,English,1
8908,e3304ba682,"In the other bracket, the Broncos beat the New York Jets.",The Broncos beat the New York Jets. ,en,English,0
8909,17d3589e3b,"Also, disappointing earnings reports from Intel and other blue-chip companies in the two weeks leading up to the crash caused investors to question the value of entire portfolios.",there have been disappointing earning reports from intel.,en,English,0
8911,c84833768d,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,en,English,1
8912,c0d4548d20,He was born Siddhartha Gautama in a grove of sal trees at Lumbini (just across the Nepalese border) around the year 566 b.c.,The birth of Siddartha Gautama took place in a house. ,en,English,2
8913,bc6c45e329,San'doro's blood ran over Stark's blade and into Stark's other cupped hand.,Stark was happy that San'doro was dying.,en,English,1
8914,24cd7991d5,"Small boats tie up here with batches of crayfish, fresh fish, and eel, and housewives clamor for the fishermen to weigh their choices on rudimentary scales.","The fishermen fish crayfish, fresh fish, and eel.",en,English,0
8915,db3fce834b,life in prison then he's available for parole if it's if it's life and a day then he's not eligible for parole so what you know let's quit BSing with the system,The system is fair and he'll receive the sentence he deserves regardless of parole.,en,English,1
8917,2188315f0f,"Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia.",Ramses II ordered that it be made out of stone and not hewn into the cliffs.  ,en,English,2
8918,0de0ef9e53,The bridge would work for a very short time but the stream isn't a clear defense.,There were too many enemies to use the bridge for long.,en,English,1
8919,893a3f8410,"After four years, Clinton has learned how to avoid looking unpresidential.","Four years later, Clinton understands how to look presidential.",en,English,0
8921,42dd119e7f,"Lavishly furnished and decorated, with much original period furniture, the rooms are used for ceremonial events, visits from foreign dignitaries, and EU meetings.","The rooms are opulent, and used for formal, elegant events.",en,English,0
8922,5fb2b13161,yeah i think they get bogged down in a lot of small issues that people you know special interest groups can blow up,They have approximately 300 small issues to go through.,en,English,1
8923,3629b3e164,"Although claims data provide the most accurate information about health care use, ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies.",The insurance companies want to reduce medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses. ,en,English,1
8924,102404b88f,The church has an even more elaborate Baroque pulpit.,The church has an old and beautiful Baroque styled pulpit that is used in sermons.,en,English,1
8927,13ff398589,uh-huh and is it true i mean is it um,It's true.,en,English,0
8928,273f891c83,"They were quite, tetanic in character.""",They were very relaxed.,en,English,2
8930,2bd4a39329,And environmentalists have on occasion attacked religion for promoting human domination over the natural world.,Environmentalists have never attacked religions.,en,English,2
8932,bc053c5ff6,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers often gather their information anecdotally or informally.,en,English,0
8933,4701bff93b,"The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.",The Fray is known as friendly and gentle.,en,English,2
8934,f9a7840627,"Sadly, vandals removed all the tomb's spectacular treasures, but they did leave the gentle beauty of rose and poppies in rich inlaid stones of onyx, green chrysolite, carnelian, and variegated agate.",The vandals were kind enough to leave the inlaid stones.,en,English,0
8935,de68d287d5,"She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.",She has chose to live a hollow life.,en,English,2
8936,18a4e11f4e,The Committee intends that LSC consult with appropriate stakeholders in developing this proposal.,The Committee discourages LSC to consult with any stakeholders.,en,English,2
8937,ced143d2d1,The following are examples of how teams were used in the agency initiatives we reviewed.,We did not review how teams were used in the initiatives.,en,English,2
8938,a5b7147912,"If the collecting entity transfers the nonexchange revenue to the General Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.",Nonexchange revenue to the General Mills.,en,English,2
8939,d1ffa03c6a,"Enter the realm of shopping malls, where everything you're looking for is available without moving your car.",Everything can be found inside a shopping mall.,en,English,1
8943,1d4f1f8424,"However, some participants cautioned that principle-based standards should not be viewed as a panacea to solve the problems with financial reporting and could lead to an undesirable situation where you would not have comparability or agreement as to the treatment of similar transactions.", some participants cautioned that principle-based standards should not be viewed as a panacea to solve the problems ,en,English,0
8944,7e0c0373d9,"The good news, however, can be found in reports like this one.",This report contains only bad information and should be destroyed immediately. ,en,English,2
8945,d13dc73422,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,en,English,1
8948,e5b31bb212,"Like Arabs and Jews, Diamond warns, Koreans and Japanese are joined by blood yet locked in traditional enmity.",Koreans and Japanese have tension between them because of a war long ago.,en,English,1
8949,2d32073cbc,Some management consultants describe dysfunctional interactions with one's fellow workers as value-subtracting behavior.,No interactions between workers can reduce value for consultants.,en,English,2
8950,57987f3d7e,"We need to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.",It is very important for us to consider the implications of the these distinct roles on the issues.,en,English,0
8951,4881750e76,The red moon made her skin glow.,Her skin was painfully glowing from the red moon.,en,English,1
8952,769cd036f4,yes well yeah i am um actually actually i think that i at the higher level education i don't think there's so much of a problem there it's pretty much funded well there are small colleges that i'm sure are struggling,I think there are some small colleges that are having trouble.,en,English,0
8954,9ae2dea4bd,yep see we have cable here,"No, we don't have cable here.",en,English,2
8955,efa56dbdb9,Revenue is recognized from forfeited property unless the property is distributed to state or local law enforcement agencies or foreign,Revenue is received from forfeited cars.,en,English,1
8958,a9d822013d,What have we for lunch? ,What did they serve for lunch?,en,English,0
8959,fad167c999,An important part of U.S. diplomacy is getting sovereign states to work together voluntarily.,U.S. diplomacy would fail if the states didn't work together.,en,English,1
8962,e774371fad,"They were so sure of themselves that they took it for granted he had made a mistake.""",They were unconfident so they were hesitant to think he might have made a mistake.,en,English,2
8964,00c188a876,so do you have do you have the long i guess not not if there's see i was raised in New York but i guess up there you all don't have too long of a growing season do you,I am looking for a written guide to growing plants in different places in the country.,en,English,1
8966,3eef5b2f49,saving that did not finance domestic investment would increase net foreign investment and improve the current account balance.,It is not possible for net foreign investment to improve. ,en,English,2
8968,9317a5a0af,no chemicals and plus then you can use it as a fertilizer and not have to worry about spreading those chemicals like on your lawn or your bushes or whatever,We don't want to use chemicals on our lawn,en,English,0
8970,a0a9ea7873,I just stopped where I was.,I stopped in my tracks,en,English,0
8972,7080a1dcb3,Your speeches are inflammatory.,Your speeches upset people.,en,English,0
8973,159af3782d,"Oh, my friend, have I not said to you all along that I have no proofs. ",I told you from the start that I had no evidence.,en,English,0
8975,b8a62a2f04,"As discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services.",Personal saving is how much disposable personal income is left over after personal spending.,en,English,0
8977,a178cd59fb,The arched gateway leads to a large swimming pool and the ruins of a Roman and Byzantine baths complex.,There is a bathing complex past the gateway.,en,English,0
8978,4a76a89bd9,The following are examples of how agencies engaged employee unions.,The following are examples of how agencies can eradicate employee unions.,en,English,2
8980,ccc302b3ca,i think the rate of processing is just about uh reached the rate of housing anyway so keep the keep the normal as it is can't upset the system very much,The rate of processing is way higher than the rate of housing to upset the system.,en,English,2
8981,7b49d5282e,This one ended up being surprisingly easy!,This was a really hard one. ,en,English,2
8982,c08828d953,"Cultural transitions of major organizations are never easy to accomplish, and I would certainly not claim that it will be easy for GAO.",GAO will likely have an easier time achieving cultural transitions than other organizations of similar size.,en,English,2
8983,ba2f0f920a,and when they get out they should have uh i don't know you know some reasonable amount of money,They wouldn't need any cash where they're going.,en,English,2
8984,36cc2f0937,oh really it wouldn't matter if we plant them when it was starting to get warmer,Warmer weather doesn't alter planting time.,en,English,0
8986,f232a334f5,One opportunist who stayed was Octavius Decatur Gass.,One opportunist who stayed went by the name Octavius. ,en,English,0
8988,11dcd2c50d,"This is the island's main city and financial, governmental, and administrative centre, and its charms match those of other Mediterranean  jewels.  ",The city is the island's governmental and financial centre. ,en,English,0
8990,fb9f79d382,From Cockpit Country to St. Ann's Bay,Journeying to St. Ann's Bay from Cockpit Country.,en,English,0
8991,82b46088ac,(j) Promotional items a member receives as a consequence of using travel or transportation services procured by the United States or accepted pursuant to 31,A non-member can receive promotional items if they are from Spain and do not travel.,en,English,2
8993,06e503c022,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Italian money.,en,English,2
8994,515a9afb8f,The strychnine had been found in a drawer in the prisoner's room. ,There is a drawer in the prisoner's quarters. ,en,English,0
